target,drug,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,M1,M2,M3,M4,M5,M6,M7,M8,M9,dgidb
ADCYAP1,benzbromarone,0,0,0,0,0,1,0,1,1,0,0,0.0023293079960308,0,0,0,0,0,0.139197950790172,0.425882352941176,0.028423638777334,0
ADH1A,benzbromarone,0,0,0,0,0,1,0,1,1,0,1,1.38993130431068e-08,0,0,0,0,0,0.13628394345457,0.131602434077079,0.000211721764129029,0
ADH1B,benzbromarone,0,0,0,0,0,1,0,1,1,1,0,0.00094909461504313,0,0,0,0,0,0.0997105888260089,0.320405679513185,0.0034095091161075,0
ADH1C,benzbromarone,0,0,0,0,0,1,0,1,1,1,1,0.0116182726884214,0,0,0,0,0,0.0705974403450434,0.0900608519269777,0.000613310268224257,0
ADH5,benzbromarone,0,0,0,0,0,1,1,0,0,0,1,0.0898223929562485,0,0,0,0,0,0.209757230116663,0.00616632860040568,0.00952084401905631,0
ADK,benzbromarone,0,0,0,0,0,1,1,0,0,1,0,0.0656485313764059,0,0,0,0,0,0.053080002077621,0.58580121703854,0.00120643225796116,0
ADORA1,benzbromarone,0,0,0,0,0,1,1,0,0,1,1,0.180919632110662,0,0,0.0400093097107795,0,0,0.062033739068069,0.584665314401623,0.00732849307154086,0
ADORA2B,benzbromarone,0,0,0,0,0,1,1,0,1,0,1,0.0967039661219903,0,0,0.0382275553115983,0,0,0.0699265618998569,0.906774847870183,1.41428644406316e-06,0
ADORA3,benzbromarone,0,0,0,0,0,1,1,0,1,1,0,0.0103412630231713,0,0,0.0262367486225961,0,0,0.122759981155771,0.378498985801217,0.0110465869650284,0
ADRA1A,benzbromarone,0,0,0,0,0,1,1,0,1,1,1,0.0533950643187322,0,0,0,0,0,0.0186260989845288,0.262799188640974,0.00353895321460696,0
ADRA1B,benzbromarone,0,0,0,0,0,1,1,1,0,0,0,0.0127281858421539,0,0,0.0400093097107795,0,0,0.00049480559990549,0.472292089249493,0.0645432116641156,0
ADRA1D,benzbromarone,0,0,0,0,0,1,1,1,0,0,1,0.00187543485546784,0,0,0,0,0,0.0242871510833616,0.22369168356998,0.00935917970036623,0
ADRA2A,benzbromarone,0,0,0,0,0,1,1,1,0,1,0,0.0190423105916629,0,0,0.0400093097107795,0,0,0.145440360819829,0.726734279918864,0.0324311633415498,0
ADRA2B,benzbromarone,0,0,0,0,0,1,1,1,0,1,1,0.0228839053746493,0,0,0,0,0,0.0249786804684413,0.0227991886409736,0.000833069691573235,0
ADRA2C,benzbromarone,0,0,0,0,0,1,1,1,1,0,0,0.0495316849040384,0,0,0,0,0,0.101249291072792,0.400973630831643,0.0185381512598199,0
ADRB1,benzbromarone,0,0,0,0,0,1,1,1,1,0,1,0.0008530800883838,0,0,0.0103913951326394,0,0,0.0165531770475044,0.063448275862069,0.00664394576678751,0
ADRB2,benzbromarone,0,0,0,0,0,1,1,1,1,1,0,3.38059053164704e-05,0,0,0.0400093097107795,0,0,0.0665039127229546,0.00170385395537525,0.0404757218242875,0
ADRB3,benzbromarone,0,0,0,0,0,1,1,1,1,1,1,0.00884249307516724,0,0,0,0,0,0.0311967967805705,0.165922920892495,0.00383796407213878,0
AGTR1,benzbromarone,0,0,0,0,1,0,0,0,0,1,0,0.195916715958219,0,0,0,0,0,0.0405442142165649,0.275050709939148,1.67801514657456e-05,0
AGTR2,benzbromarone,0,0,0,0,1,0,0,0,0,1,1,0.00138194125689499,0,0,0,0,0,0.0590969387941989,0.22158215010142,0.0253864840096114,0
AGXT,benzbromarone,0,0,0,0,1,0,0,0,1,0,0,0.00865559435275542,0,0,0,0,0,0.14786823957042,0.475618661257606,0.00693991763781334,0
AHCY,benzbromarone,0,0,0,0,1,0,0,0,1,0,1,0.166745050070623,0,0,0,0,0,0.189327071230631,0.21947261663286,0.00403927120115246,0
AIFM1,benzbromarone,0,0,0,0,1,0,0,0,1,1,0,0.00484316426832115,0,0,0,0,0,0.209626369003614,0.516673427991886,0.000356224746179476,0
AIMP1,benzbromarone,0,0,0,0,1,0,0,0,1,1,1,0.154461922105807,0,0,0,0,0,0.167545343239518,0.927464503042596,0.232014549322479,0
AK1,benzbromarone,0,0,0,0,1,0,0,1,0,0,0,0.0428601881655188,0,0,0,0,0,0.140375348536198,0.184827586206897,0.00722732878718808,0
AK2,benzbromarone,0,0,0,0,1,0,0,1,0,0,1,0.0610095321745605,0,0,0,0,0,0.11731987423473,0.328356997971602,0.000200258264429233,0
AKR1B1,benzbromarone,0,0,0,0,1,0,0,1,0,1,0,0.00033835075754374,0,0,0,0,0,0.134147556745062,0.539229208924949,0.0138285408531331,0
AKR1C1,benzbromarone,0,0,0,0,1,0,0,1,0,1,1,0.251119002124838,0,0,0,0,0,0.444289500650772,0.37290060851927,0.0142588813654236,0
AKR1C2,benzbromarone,0,0,0,0,1,0,0,1,1,0,0,0.366855309438515,0,0,0,0,0,0.502661118693442,0.164300202839757,0.00741638322627758,0
AKR1C3,benzbromarone,0,0,0,0,1,0,0,1,1,0,1,0.244387994636315,0,0,0,0,0,0.356666672002796,0.253062880324544,0.0272678539689517,0
AKT1,benzbromarone,0,0,0,0,1,0,0,1,1,1,0,0.0570538898456276,0,0,0,0,0,0.171549663638301,0.724381338742394,0.00279256340436755,0
AKT2,benzbromarone,0,0,0,0,1,0,0,1,1,1,1,0.00024972431713056,0,0,0,0,0,0.00637320056652058,0.227018255578093,0.0191406177559531,0
AKT3,benzbromarone,0,0,0,0,1,0,1,0,0,0,0,0.0587889733526449,0,0,0.0400093097107795,0,0,0.0974237847355567,0.782474645030426,1.10008917686057e-05,0
ALAD,benzbromarone,0,0,0,0,1,0,1,0,0,0,1,0.0932244506031371,0,0,0,0,0,0.134142150363914,0.439675456389452,8.04871408825499e-05,0
ALB,benzbromarone,0,0,0,0,1,0,1,0,0,1,0,0.0336355952618592,0,0,0.0253916303697221,0,0,0.206824541296861,0.387342799188641,0.0366031071019678,0
ALDH2,benzbromarone,0,0,0,0,1,0,1,0,0,1,1,0.167344216119613,0,0,0,0,0,0.284113646088903,0.238539553752535,0.000207789156912697,0
ALDH5A1,benzbromarone,0,0,0,0,1,0,1,0,1,0,0,0.0822795150515224,0,0,0,0,0,0.381352491010796,0.625070993914807,0.018745524318872,0
ALDOA,benzbromarone,0,0,0,0,1,0,1,0,1,0,1,0.0159752234588476,0,0,0,0,0,0.0769780510471029,0.132981744421907,0.0164662981434925,0
ALK,benzbromarone,0,0,0,0,1,0,1,0,1,1,0,0.0203888636759662,0,0,0,0,0,0.0698653155730657,0.376146044624746,0.0117096427023953,0
ALOX15,benzbromarone,0,0,0,0,1,0,1,0,1,1,1,0.00442846982515062,0,0,0,0,0,0.0570413029776975,0.598296146044625,0.0100750769343799,0
ALOX5,benzbromarone,0,0,0,0,1,0,1,1,0,0,0,0.0257892863335452,0,0,0,0,0,0.375985128214223,0.945070993914807,0.0340128062769816,0
ALOX5AP,benzbromarone,0,0,0,0,1,0,1,1,0,0,1,0.215844288354819,0,0,0,0,0,0.191736959953811,0.390182555780933,0.00318959493846436,0
ALPPL2,benzbromarone,0,0,0,0,1,0,1,1,0,1,0,0.00304368321686677,0,0,0.0400093097107795,0,0,0.124792398667281,0.404787018255578,0.0126240822063143,0
AMBP,benzbromarone,0,0,0,0,1,0,1,1,0,1,1,0.04454871417909,0,0,0,0,0,0.203250955480568,0.958458417849899,0.0468819796044376,0
AMD1,benzbromarone,0,0,0,0,1,0,1,1,1,0,0,0.00282927056444085,0,0,0,0,0,0.0137879311336653,0.778336713995943,0.0070984224715335,0
AMHR2,benzbromarone,0,0,0,0,1,0,1,1,1,0,1,0.00552374501268193,0,0,0.0400093097107795,0,0,0.0425786416858583,0.170709939148073,0.00131838108724733,0
AMT,benzbromarone,0,0,0,0,1,0,1,1,1,1,0,0.0405218878460321,0,0,0.0400093097107795,0,0,0.282672374722818,0.530223123732252,0.0251838777303306,0
ANPEP,benzbromarone,0,0,0,0,1,1,0,0,0,0,1,0.0397443462616709,0,0,0.0337944883760936,0,0,0.264992145610569,0.542474645030426,0.010119424360934,0
ANXA1,benzbromarone,0,0,0,0,1,1,0,0,0,1,0,0.00016136538155445,0,0,0.0400093097107795,0,0,0.0723135669093992,0.547505070993915,0.000363798464452113,0
ANXA3,benzbromarone,0,0,0,0,1,1,0,0,0,1,1,0.0263254788294242,0,0,0,0,0,0.0308335722741693,0.617200811359026,9.36160787150249e-06,0
AOC3,benzbromarone,0,0,0,0,1,1,0,0,1,0,0,0.133092406546142,0,0,0,0,0,0.193974471490037,0.718296146044625,0.0179162105034429,0
AP1G1,benzbromarone,0,0,0,0,1,1,0,0,1,0,1,0.0610598898112495,0,0,0,0,0,0.167374070756662,0.716997971602434,0.00520845872889323,0
APCS,benzbromarone,0,0,0,0,1,1,0,0,1,1,0,0.00331594459533055,0,0,0,0,0,0.0851958706944289,0.582150101419878,0.0164608142352477,0
APOH,benzbromarone,0,0,0,0,1,1,0,0,1,1,1,0.333933965187299,0,0,0,0,0,0.26505638401039,0.75894523326572,0.0108686643711145,0
APP,benzbromarone,0,0,0,0,1,1,0,1,0,0,0,0.00170928014443076,0.0841606948904397,0.113587544327156,1,1,0,0.101255107809117,0.331359026369168,0.00323522322714429,0
APRT,benzbromarone,0,0,0,0,1,1,0,1,0,0,1,0.200730606531124,0,0,0,0,0,0.0858117838830006,0.390507099391481,3.78777893733016e-05,0
AQP1,benzbromarone,0,0,0,0,1,1,0,1,0,1,0,0.00141703161453961,0,0,0.0400093097107795,0,0,0.142840658100376,0.452738336713996,0.00132084578424869,0
AR,benzbromarone,0,0,0,0,1,1,0,1,0,1,1,0.0301127933842394,0,0,0.0400093097107795,0,0,0.249088011696346,0.53630831643002,0.00149713455860802,0
ARAF,benzbromarone,0,0,0,0,1,1,0,1,1,0,0,0.277184695333062,1,0.127271303520704,0.31275085984058,0,0,0.225760543123385,0.148559837728195,0.0127222488391988,0
ARG1,benzbromarone,0,0,0,0,1,1,0,1,1,0,1,0.0433627306281524,0,0,0.0400093097107795,0,0,0.569538854150855,0.692089249492901,0.00861926416079407,0
ARG2,benzbromarone,0,0,0,0,1,1,0,1,1,1,0,0.0273443739423937,0,0,0.0400093097107795,0,0,0.141824328312716,0.81419878296146,0.00892780764763857,0
ARL5A,benzbromarone,0,0,0,0,1,1,0,1,1,1,1,0.0352807570732786,0,0,0.0400093097107795,0,0,0.0798868272424799,0.376227180527383,0.00342645821716271,0
ARSA,benzbromarone,0,0,0,0,1,1,1,0,0,0,0,0.00040950402990175,0,0,0.0400093097107795,0,0,0.133693040578461,0.22920892494929,0.0120077543177462,0
ART1,benzbromarone,0,0,0,0,1,1,1,0,0,0,1,0.020754451466714,0,0,0,0,0,0.106132395377531,0.261501014198783,0.0172152279013085,0
ASL,benzbromarone,0,0,0,0,1,1,1,0,0,1,0,0.178091726507227,0,0,0,0,0,0.188886814903692,0.896632860040568,0.0186345148246812,0
ASS1,benzbromarone,0,0,0,0,1,1,1,0,0,1,1,0.009096561147004,0,0,0,0,0,0.100096299124681,0.461014198782961,0.00822800255163672,0
ATIC,benzbromarone,0,0,0,0,1,1,1,0,1,0,0,0.0223721850570189,0,0,0,0,0,0.165468412373475,0.435050709939148,0.00163792516443581,0
ATP1A1,benzbromarone,0,0,0,0,1,1,1,0,1,0,1,0.00917861494675404,0,0,0,0,0,0.0501293057070305,0.913265720081136,0.000236937118099419,0
ATP4A,benzbromarone,0,0,0,0,1,1,1,0,1,1,0,0.0170437057714146,0,0,0,0,0,0.0332167019522956,0.211926977687627,0.00102790331050292,0
ATP5D,benzbromarone,0,0,0,0,1,1,1,0,1,1,1,0.104503153323252,0,0,0.0400093097107795,0,0,0.0544841458284358,0.603326572008114,0.00245133430759888,0
AURKA,benzbromarone,0,0,0,0,1,1,1,1,0,0,0,0.00285773058338815,0,0,0.0400093097107795,0,0,0.0244597020450516,0.844949290060852,0.0118014345342225,0
AURKB,benzbromarone,0,0,0,0,1,1,1,1,0,0,1,0.00718764521503444,0,0,0.0400093097107795,0,0,0.246728045538211,0.430182555780933,0.0102240135116768,0
AURKC,benzbromarone,0,0,0,0,1,1,1,1,0,1,0,0.00436666335300326,0,0,0.0400093097107795,0,0,0.0365917400156682,0.0336713995943205,0.000831608730207243,0
AVPR1A,benzbromarone,0,0,0,0,1,1,1,1,0,1,1,0.00046320562715999,0,0,0.0325026667946003,0,0,0.0619358532111837,0.128194726166329,0.0410620938124626,0
AVPR1B,benzbromarone,0,0,0,0,1,1,1,1,1,0,0,0.0835632673502105,0,0,0.0400093097107795,0,0,0.103061616348755,0.0228803245436105,0.00265121324291117,0
AVPR2,benzbromarone,0,0,0,0,1,1,1,1,1,0,1,0.00038491027382799,0,0,0.0400093097107795,0,0,0.0960055682434168,0.04973630831643,0.0121321674236655,0
B3GAT1,benzbromarone,0,0,0,0,1,1,1,1,1,1,0,0.00461124977101492,0,0,0,0,0,0.100852277387264,0.301095334685598,0.0228818155743121,0
B3GAT3,benzbromarone,0,0,0,0,1,1,1,1,1,1,1,0.11715287334327,0.105317248393702,0,0,0,0,0.218214033734382,0.334523326572008,0.0112389027968612,0
B4GALT1,benzbromarone,0,0,0,1,0,0,0,0,0,0,0,0.00773712479987582,0,0,0,0,0,0.0512310162693342,0.932576064908722,0.0670792283037757,0
BACE1,benzbromarone,0,0,0,1,0,0,0,0,0,0,1,0.0251601652278209,0,0,0.0400093097107795,0,0,0.109981701366872,0.709776876267748,0.00694286079129175,0
BAD,benzbromarone,0,0,0,1,0,0,0,0,0,1,0,0.00097595683340067,0,0,0,0,0,0.0101904855570042,0.0168762677484787,0.00161356430656823,0
BCAT1,benzbromarone,0,0,0,1,0,0,0,0,0,1,1,0.0341889971567628,0,0,0,0,0,0.108758283310126,0.687870182555781,0.00129738567527973,0
BCAT2,benzbromarone,0,0,0,1,0,0,0,0,1,0,0,0.0375369017356745,0,0,0,0,0,0.0896794648299022,0.343286004056795,0.0143628996754705,0
BCHE,benzbromarone,0,0,0,1,0,0,0,0,1,0,1,0.0897974880147427,0,0,0,0,0,0.0693935034154849,0.106206896551724,1.04130978573875e-05,0
BCKDK,benzbromarone,0,0,0,1,0,0,0,0,1,1,0,0.00062568338242536,0,0,0,0,0,0.0108169705428442,0.909695740365112,0.000102177792136029,0
BCL2,benzbromarone,0,0,0,1,0,0,0,0,1,1,1,0.751058640004974,0,0,0,0,0,0.162510012186639,0.244624746450304,1.11421082681632e-07,0
BCL2L1,benzbromarone,0,0,0,1,0,0,0,1,0,0,0,4.65893498572803e-05,0,0,0.0400093097107795,0,0,0.0894240102401665,0.477322515212982,0.00808094811204762,0
BCR,benzbromarone,0,0,0,1,0,0,0,1,0,0,1,0.417680379126926,0,0,0.0400093097107795,0,0,0.225253011492775,0.494685598377282,0.0546216501869207,0
BHMT,benzbromarone,0,0,0,1,0,0,0,1,1,0,0,0.0315047295605385,0,0,0,0,0,0.189515310030565,0.498255578093306,1.72546287406553e-06,0
BHMT2,benzbromarone,0,0,0,1,0,0,0,1,1,0,1,0.012993871513187,0,0,0,0,0,0.125576346693698,0.790101419878296,0.0306934074220777,0
BIRC5,benzbromarone,0,0,0,1,0,0,0,1,1,1,0,0.0406748565731293,0,0,0.0400093097107795,0,0,0.0881751107397175,0.18815415821501,0.00396372427702615,0
BLK,benzbromarone,0,0,0,1,0,0,0,1,1,1,1,6.27715215907653e-05,0,0,0.0400093097107795,0,0,0.088214788863513,0.438701825557809,0.0313322578449765,0
BLVRB,benzbromarone,0,0,0,1,0,0,1,0,0,0,0,5.69719267633943e-05,0,0,0,0,0,0.0144680226509031,0.770141987829615,0.00775078781789,0
BMP2K,benzbromarone,0,0,0,1,0,0,1,0,0,0,1,0.0156995993246486,0,0,0.0400093097107795,0,0,0.0905818573681453,0.647951318458418,0.0150252971989862,0
BMPR1A,benzbromarone,0,0,0,1,0,0,1,0,0,1,0,0.00038718096232306,0,0,0.0321354858238057,0,0,0.0488423168432863,0.901744421906694,0.00181147487577297,0
BMPR1B,benzbromarone,0,0,0,1,0,0,1,0,0,1,1,0.0713650837408405,0,0,0,0,0,0.0942345258263381,0.336146044624746,0.00343035286835588,0
BMPR2,benzbromarone,0,0,0,1,0,0,1,0,1,0,0,3.54557575969546e-05,0,0,0.0400093097107795,0,0,0.0422892468726373,0.715618661257607,0.00707056739454496,0
BMX,benzbromarone,0,0,0,1,0,0,1,0,1,0,1,0.00601291110456732,0,0,0.0400093097107795,0,0,0.0332238066947697,0.536876267748479,0.00179221530017871,0
BRAF,benzbromarone,0,0,0,1,0,0,1,0,1,1,0,0.0374969580998326,0,0,0.032728335077318,0,0,0.0269328367313121,0.156430020283976,0.011730256973159,0
BST1,benzbromarone,0,0,0,1,0,0,1,0,1,1,1,0.00025518220899595,0,0,0,0,0,0.104633041111183,0.021419878296146,0.00466399475894289,0
BTK,benzbromarone,0,0,0,1,0,0,1,1,0,0,0,0.00368877049831174,0,0,0,0,0,0.0607289658104135,0.00681541582150101,0.00215779235613941,0
BUB1,benzbromarone,0,0,0,1,0,0,1,1,0,0,1,0.0124706833895421,0,0,0.0400093097107795,0,0,0.0967483965980298,0.678215010141988,0.00201038833679781,0
C1S,benzbromarone,0,0,0,1,0,0,1,1,0,1,1,0.0474788712999724,0,0,0,0,0,0.126777408748061,0.939634888438134,0.000119497340817537,0
C5,benzbromarone,0,0,0,1,0,0,1,1,1,0,0,0.0106060367149772,0,0,0.0390727697263496,0,0,0.0999994487523186,0.70052738336714,0.00405657777583225,0
CA1,benzbromarone,0,0,0,1,0,0,1,1,1,0,1,0.00018603646596924,0,0,0,0,0,0.0807200208199767,0.393022312373225,0.0136260856281035,0
CA12,benzbromarone,0,0,0,1,0,0,1,1,1,1,0,0.00074359276129035,0,0,0,0,0,0.349532295618549,0.238296146044625,0.000590230099285912,0
CA2,benzbromarone,0,0,0,1,0,0,1,1,1,1,1,0.0522153613952831,0,0,0,0,0,0.0793429131272215,0.173549695740365,0.00203888272096393,0
CA4,benzbromarone,0,0,0,1,0,1,0,0,0,0,0,0.0331525341566435,0,0,0,0,0,0.266085950895404,0.144908722109533,0.000746881991317955,0
CA9,benzbromarone,0,0,0,1,0,1,0,0,0,0,1,0.0259674225515142,0,0,0,0,0,0.00712190678821623,0.110507099391481,0.000234370588906943,0
CACNA1A,benzbromarone,0,0,0,1,0,1,0,0,0,1,0,0.00320191256642373,0,0,0,0,0,0.0680453823071012,0.0210141987829615,0.00674179591642973,0
CACNA1B,benzbromarone,0,0,0,1,0,1,0,0,0,1,1,0.0265328958211356,0,0,0,0,0,0.100855050827895,0.580933062880325,0.0941535959284859,0
CACNA1C,benzbromarone,0,0,0,1,0,1,0,0,1,0,0,0.00920508589304772,0,0,0.0400093097107795,0,0,0.107739726874388,0.687464503042596,0.0728390225598911,0
CACNA1D,benzbromarone,0,0,0,1,0,1,0,0,1,0,1,0.16481906989597,0,0,0.0400093097107795,0,0,0.178070238602175,0.280649087221095,0.000317196422558475,0
CACNA1G,benzbromarone,0,0,0,1,0,1,0,0,1,1,0,0.0172319305898307,0,0,0,0,0,0.0230625911447995,0.267261663286004,0.0471431209472732,0
CACNA1H,benzbromarone,0,0,0,1,0,1,0,0,1,1,1,0.070480673966348,0,0,0,0,0,0.132118602320577,0.293630831643002,0.0247310593442998,0
CACNA1I,benzbromarone,0,0,0,1,0,1,0,1,0,0,0,0.0216834594707469,0,0,0,0,0,0.125390374622095,0.136957403651116,0.0192685765798497,0
CACNA1S,benzbromarone,0,0,0,1,0,1,0,1,0,0,1,0.00557922047957879,0,0,0,0,0,0.0564653099439393,0.226125760649087,0.0107234963102568,0
CACNA2D2,benzbromarone,0,0,0,1,0,1,0,1,0,1,0,0.00411193753636715,0,0,0,0,0,0.112211524918565,0.328194726166329,3.53242696066153e-05,0
CACNB4,benzbromarone,0,0,0,1,0,1,0,1,0,1,1,0.000111602195563,0,0,0,0,0,0.0848271130594616,0.107423935091278,0.000164061163390104,0
CACNG1,benzbromarone,0,0,0,1,0,1,0,1,1,0,0,0.0131203380526059,0,0,0,0,0,0.0703543756550088,0.100040567951318,0.00513482740860516,0
CAD,benzbromarone,0,0,0,1,0,1,0,1,1,0,1,0.00200953099543709,0,0,0,0,0,0.0233887734561757,0.258093306288032,1.06759574715146e-06,0
CALCA,benzbromarone,0,0,0,1,0,1,0,1,1,1,0,0.0101756067588449,0,0,0,0,0,0.0137664709416953,0.957728194726166,0.0114679398183111,0
CALCB,benzbromarone,0,0,0,1,0,1,0,1,1,1,1,0.0485495370077768,0,0,0,0,0,0.0621053645321639,0.652089249492901,0.021446386690431,0
CALCR,benzbromarone,0,0,0,1,0,1,1,0,0,0,0,0.0135784537496434,0,0,0.0287735612070331,0,0,0.0516250073063209,0.670182555780933,0.0750371306160479,0
CAMK1,benzbromarone,0,0,0,1,0,1,1,0,0,1,0,0.00194516763459723,0,0,0.0400093097107795,0,0,0.0588135928139553,0.36868154158215,0.00674770423021735,0
CAMK1G,benzbromarone,0,0,0,1,0,1,1,0,0,1,1,0.00771078172235945,0,0,0.0400093097107795,0,0,0.0792542031307467,0.216876267748479,0.0102390284618394,0
CAMK2A,benzbromarone,0,0,0,1,0,1,1,0,1,0,0,0.00515590303349425,0,0,0,0,0,0.097124803264781,0.761622718052738,0.00607879740267475,0
CAMK2B,benzbromarone,0,0,0,1,0,1,1,0,1,0,1,0.0724004936768057,0,0,0,0,0,0.00307362869600367,0.045841784989858,0.00207268352955604,0
CAMK2G,benzbromarone,0,0,0,1,0,1,1,0,1,1,1,0.0354932811394611,0,0,0.0400093097107795,0,0,0.0867109121464222,0.773468559837728,0.000819282312969686,0
CAMK4,benzbromarone,0,0,0,1,0,1,1,1,0,0,0,0.0322446696275051,0,0,0.0400093097107795,0,0,0.0701669656853942,0.801947261663286,0.0296704280881217,0
CAMKK2,benzbromarone,0,0,0,1,0,1,1,1,0,1,0,0.00362764349854554,0,0,0.0400093097107795,0,0,0.0717445163412411,0.877971602434077,0.0376738342672305,0
CANT1,benzbromarone,0,0,0,1,0,1,1,1,0,1,1,0.00510785843653423,0,0,0,0,0,0.190342083946333,0.000243407707910751,0.000254447218857082,0
CAPN1,benzbromarone,0,0,0,1,0,1,1,1,1,0,0,0.00036548851764135,0,0,0,0,0,0.0524218674931404,0.0502231237322515,0.000357769788588801,0
CARS,benzbromarone,0,0,0,1,0,1,1,1,1,0,1,0.0313120628046185,0,0,0,0,0,0.11111853273455,0.361541582150101,0.00347983565002654,0
CASP1,benzbromarone,0,0,0,1,0,1,1,1,1,1,0,0.0911583449881982,0,0,0,0,0,0.163861379042542,0.300851926977688,0.0102913392419704,0
CASP3,benzbromarone,0,0,0,1,0,1,1,1,1,1,1,0.082302463440722,0,0,0.0400093097107795,0,0,0.179499782882093,0.153103448275862,0.0186041179614126,0
CASP7,benzbromarone,0,0,0,1,1,0,0,0,0,0,0,0.0296115134469096,0,0,0.0273231583800513,0,0,0.155481670750058,0.0330223123732252,0.00232932406622992,0
CASR,benzbromarone,0,0,0,1,1,0,0,0,0,0,1,0.0303337584389754,0,0,0,0,0,0.0679163569453056,0.194158215010142,0.000512025597031351,0
CAT,benzbromarone,0,0,0,1,1,0,0,0,0,1,0,0.0139992037770439,0,0,0.0400093097107795,0,0,0.189994522535012,0.788559837728195,0.00122751159775506,0
CBR1,benzbromarone,0,0,0,1,1,0,0,0,0,1,1,0.0810703544666027,0,0,0,0,0,0.0236991385986059,0.767951318458418,0.00854352084466516,0
CCKAR,benzbromarone,0,0,0,1,1,0,0,0,1,0,0,0.0504939199298686,0,0,0.0400093097107795,0,0,0.135066593716641,0.579553752535497,0.04889707423613,0
CCKBR,benzbromarone,0,0,0,1,1,0,0,0,1,0,1,0.0064096466912372,0,0,0.0400093097107795,0,0,0.0530348067286218,0.829371196754564,0.000305753359994098,0
CCL11,benzbromarone,0,0,0,1,1,0,0,0,1,1,0,0.00936002009006214,0,0,0.0400093097107795,0,0,0.0710297096597808,0.0260446247464503,0.00205106389273572,0
CCL2,benzbromarone,0,0,0,1,1,0,0,0,1,1,1,0.00014694802166387,0,0,0.0400093097107795,0,0,0.0738034016051517,0.123894523326572,0.00836172386010088,0
CCL5,benzbromarone,0,0,0,1,1,0,0,1,0,0,1,0.00724654563430297,0,0,0,0,0,0.102598050480118,0.278701825557809,0.00126432046091917,0
CCR2,benzbromarone,0,0,0,1,1,0,0,1,0,1,0,0.0182857290591774,0,0,0.0361671502782915,0,0,0.0840462027535864,0.0681541582150101,3.04140353052251e-06,0
CCR5,benzbromarone,0,0,0,1,1,0,0,1,0,1,1,0.115645234309914,0,0,0.0400093097107795,0,0,0.180745961243437,0.569249492900609,0.00100122288013864,0
CCR9,benzbromarone,0,0,0,1,1,0,0,1,1,0,0,0.00910161391836016,0,0,0,0,0,0.0928510972627675,0.211277890466531,0.0429531729420879,0
CD163,benzbromarone,0,0,0,1,1,0,0,1,1,0,1,0.277685725574038,0,0,0,0,0,0.201683171008485,0.79237322515213,0.00137994525121145,0
CD22,benzbromarone,0,0,0,1,1,0,0,1,1,1,0,0.064280884245089,0,0,0.0400093097107795,0,0,0.0986267048518368,0.739066937119675,0.0349542467902579,0
CD3D,benzbromarone,0,0,0,1,1,0,1,0,0,0,0,0.0861974724559299,0,0,0.0400093097107795,0,0,0.0377338995597791,0.881866125760649,0.000317668886742554,0
CD55,benzbromarone,0,0,0,1,1,0,1,0,0,0,1,0.0178605781547234,0,0,0.0400093097107795,0,0,0.176950700229428,0.879269776876268,0.00410892856793483,0
CD80,benzbromarone,0,0,0,1,1,0,1,0,0,1,0,0.00489768479315597,0,0,0,0,0,0.0473383319005325,0.402839756592292,0.000203135766619015,0
CD86,benzbromarone,0,0,0,1,1,0,1,0,0,1,1,0.0156479574448355,0,0,0,0,0,0.0618193834665182,0.359269776876268,0.0607415871601589,0
CD9,benzbromarone,0,0,0,1,1,0,1,0,1,0,0,0.0366308194749397,0,0,0,0,0,0.308462860200621,0.951886409736308,0.00226913056496293,0
CDA,benzbromarone,0,0,0,1,1,0,1,0,1,0,1,0.0704800101122717,0,0,0,0,0,0.203085783471288,0.926977687626775,0.0206459069095403,0
CDC25B,benzbromarone,0,0,0,1,1,0,1,0,1,1,0,0.00015090261806343,0,0,0.0400093097107795,0,0,0.249051702737571,0.0269371196754564,1,0
CDC42BPA,benzbromarone,0,0,0,1,1,0,1,0,1,1,1,0.00711487586239048,0,0,0.0400093097107795,0,0,0.169336120196461,0.511643002028398,0.00122488088735955,0
CDC42BPB,benzbromarone,0,0,0,1,1,0,1,1,0,0,0,0.00094661295558245,0,0,0.0390727697263496,0,0,0.0425840007102638,0.170141987829615,0.00264572608447536,0
CDC7,benzbromarone,0,0,0,1,1,0,1,1,0,1,0,0.00261995555061322,0,0,0,0,0,0.0565800532938307,0.126653144016227,0.00233673180823606,0
CDH5,benzbromarone,0,0,0,1,1,0,1,1,0,1,1,0.0938044630563527,0,0,0.0400093097107795,0,0,0.198005147727082,0.5773630831643,2.60036950978542e-05,0
CDIPT,benzbromarone,0,0,0,1,1,0,1,1,1,0,0,0.00010293471203948,0,0,0,0,0,0.0428776342499582,0.889492900608519,0.00100380447308182,0
CDK1,benzbromarone,0,0,0,1,1,0,1,1,1,0,1,0.00958144606769385,0,0,0,0,0,0.129689684509571,0.112210953346856,0.00613653510162631,0
CDK12,benzbromarone,0,0,0,1,1,0,1,1,1,1,0,0.00072552771150726,0,0,0,0,0,0.00728421553312288,0.762515212981744,0.00585210724704954,0
CDK13,benzbromarone,0,0,0,1,1,0,1,1,1,1,1,0.00047539519175215,0,0,0.0400093097107795,0,0,0.0162353856291504,0.988478701825558,0.0563119848396017,0
